,Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
751,724,Masahiro Tanaka,30,NYY,167.0,29,29,88,4.74,4.82,0.05,0.22,94.9,4.74,-1,-0.1,,-0.1,1.4,18,.496,.499,"$22,000,000",Free Agency
752,725,Stephen Tarpley*,26,NYY,19.2,16,1,19,8.69,4.67,0.05,-0.31,99.0,4.27,-10,-0.9,.84,0.0,-0.7,-8,.443,.494,"$557,250",Traded
753,Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
754,726,Dillon Tate,25,BAL,13.0,8,0,11,7.62,4.66,-0.36,-0.31,101.9,4.80,-4,-0.4,.63,0.0,-0.2,-3,.452,.498,,Traded
755,727,Josh Taylor*,26,BOS,43.1,45,1,15,3.12,5.02,-0.11,-0.32,106.1,5.11,9,0.9,1.01,-0.1,1.3,14,.520,.506,,Traded
756,728,Julio Teheran,28,ATL,163.1,30,30,66,3.64,4.52,0.17,0.19,105.2,4.78,22,2.3,,-0.1,3.7,36,.577,.514,"$11,166,667",Amateur Free Agent
757,729,Ryan Tepera,31,TOR,13.2,15,0,9,5.93,5.02,-0.13,-0.33,99.3,4.79,-2,-0.2,1.14,0.0,-0.1,0,.488,.499,"$1,525,000",Amateur Draft
758,730,Tyler Thornburg,30,BOS,18.2,16,0,16,7.71,4.91,-0.13,-0.32,104.3,4.91,-6,-0.6,.19,0.2,-0.2,-4,.465,.497,"$1,750,000",Traded
759,731,Trent Thornton,25,TOR,134.1,28,28,82,5.49,5.01,-0.13,0.23,98.3,5.28,-4,-0.4,,-0.1,0.8,11,.486,.498,"$555,000",Traded
760,732,Lewis Thorpe*,23,MIN,18.2,8,1,11,5.30,4.78,-0.02,-0.17,99.2,4.60,-2,-0.2,1.06,0.0,0.0,1,.481,.499,,Amateur Free Agent
761,733,Jesus Tinoco,24,COL,29.2,18,0,19,5.76,4.94,-0.06,-0.34,122.6,5.72,0,0.0,.78,-0.1,0.2,3,.501,.500,,Traded
762,734,Josh Tomlin,34,ATL,72.1,46,0,34,4.23,4.83,0.20,-0.23,103.4,4.54,3,0.3,.81,-0.2,0.8,9,.507,.502,"$100,000",Free Agency
763,735,Carlos Torres,36,DET,6.0,4,0,5,7.50,4.97,-0.41,-0.33,107.3,5.42,-1,-0.1,.05,0.0,0.0,-1,.466,.499,,Free Agency
764,736,Touki Toussaint,23,ATL,41.2,24,1,28,6.05,4.86,0.18,-0.18,102.2,4.59,-6,-0.6,1.14,-0.1,-0.4,-3,.474,.496,,Traded
765,737,Blake Treinen,31,OAK,57.1,55,0,31,4.87,5.00,0.12,-0.33,93.4,4.25,-4,-0.4,1.65,-0.3,-0.1,2,.493,.497,"$6,400,000",Traded
766,738,Lou Trivino,27,OAK,59.0,60,0,40,6.10,5.19,0.12,-0.34,93.5,4.42,-11,-1.1,1.35,-0.3,-0.8,-5,.482,.493,"$557,500",Amateur Draft
767,739,Nick Tropeano,28,LAA,13.2,3,1,15,9.88,5.23,-0.09,0.08,94.8,5.13,-7,-0.6,.68,0.0,-0.4,-6,.306,.496,"$1,075,000",Traded
768,740,Sam Tuivailala,26,SEA,17.0,17,2,3,1.59,4.61,-0.45,-0.30,98.3,4.67,6,0.6,1.24,0.0,0.8,8,.533,.504,"$568,600",Traded
769,741,Spencer Turnbull,26,DET,127.0,26,26,75,5.31,4.85,-0.39,0.23,104.6,5.72,5,0.5,,-0.1,1.7,20,.519,.503,"$556,100",Amateur Draft
770,742,Duane Underwood Jr.,24,CHC,5.2,6,0,1,1.59,5.12,0.04,-0.35,101.8,4.81,2,0.2,.35,-0.1,0.2,3,.535,.501,,Amateur Draft
771,743,Jose Urena,27,MIA,77.2,17,13,46,5.33,4.58,-0.01,0.18,97.3,4.65,-5,-0.5,1.36,-0.1,0.1,1,.470,.497,"$3,200,000",Amateur Free Agent
772,744,Richard Urena,23,TOR,1.0,1,0,4,36.00,6.41,-0.28,-0.42,86.0,5.39,-3,-0.2,.00,0.1,-0.1,-3,.251,.498,"$562,000",Amateur Free Agent
773,745,Julio Urias*,22,LAD,72.2,29,8,26,3.22,4.53,0.51,-0.11,98.2,3.85,6,0.6,1.09,-0.1,1.1,12,.520,.504,"$565,000",Amateur Free Agent
774,746,Jose Urquidy,24,HOU,27.0,6,5,16,5.33,4.61,0.37,0.14,103.5,4.53,-3,-0.2,.39,0.0,0.0,1,.460,.499,,Amateur Free Agent
775,747,Framber Valdez*,25,HOU,65.2,23,8,45,6.17,4.92,0.34,0.01,98.5,4.52,-12,-1.2,.50,0.0,-0.5,-5,.450,.493,"$566,600",Amateur Free Agent
776,748,Phillips Valdez,27,TEX,16.0,11,0,7,3.94,5.29,-0.28,-0.35,118.9,6.20,4,0.4,.38,-0.2,0.4,6,.536,.502,,Free Agency
777,749,Jason Vargas*,36,2TM,132.2,26,25,66,4.48,4.87,-0.29,0.21,93.8,5.01,9,0.9,.01,-0.1,2.0,20,.536,.504,"$8,000,000",Free Agency
778,750,Andrew Vasquez*,25,MIN,0.0,1,0,3,,,,,,,,,,0.0,,,,,,Amateur Draft
779,Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
780,751,Felipe Vazquez*,27,PIT,58.0,54,0,12,1.86,4.65,-0.29,-0.32,99.9,4.62,18,1.9,1.56,0.4,2.8,23,.535,.512,"$4,500,000",Traded
781,752,Vince Velasquez,27,PHI,103.2,30,20,59,5.12,4.64,0.11,0.15,99.9,4.68,-4,-0.4,1.13,-0.1,0.4,5,.486,.497,"$2,249,000",Traded
782,753,Hector Velazquez,30,BOS,50.2,29,8,35,6.22,5.20,-0.13,-0.09,103.6,5.43,-5,-0.5,.52,0.0,0.0,1,.484,.497,"$568,500",Free Agency
783,754,Pat Venditte#,34,SFG,3.1,2,0,6,16.20,4.17,0.33,-0.29,104.0,3.70,-5,-0.4,.07,0.2,-0.2,-4,.311,.498,"$585,000",Free Agency
784,755,Jonny Venters*,34,2TM,8.0,12,0,16,18.00,4.45,0.08,-0.30,109.5,4.45,-12,-1.1,1.19,0.0,-1.1,-11,.409,.495,"$2,250,000",Traded
785,756,Drew VerHagen,28,DET,48.1,19,4,31,5.77,5.02,-0.40,-0.10,100.3,5.33,-3,-0.3,.90,-0.1,0.2,3,.487,.498,"$567,400",Amateur Draft
786,757,Justin Verlander,36,HOU,200.0,30,30,58,2.61,4.96,0.26,0.23,98.5,4.86,49,5.2,,-0.1,7.0,72,.674,.532,"$28,000,000",Traded
787,758,Thyago Vieira,25,CHW,7.0,6,0,8,10.29,5.59,-0.52,-0.37,97.2,5.59,-4,-0.3,.20,0.1,-0.2,-3,.443,.498,,Traded
788,759,Nick Vincent,32,2TM,33.2,23,1,21,5.61,4.78,0.28,-0.31,93.5,3.91,-6,-0.6,.85,0.1,-0.2,-3,.474,.497,"$1,750,000",Free Agency
789,760,Arodys Vizcaino,28,ATL,4.0,4,0,1,2.25,4.42,0.12,-0.30,108.0,4.31,1,0.1,1.24,0.0,0.1,1,.524,.501,"$4,800,000",Traded
790,761,Edinson Volquez,35,TEX,10.2,5,3,8,6.75,5.08,-0.30,0.08,109.2,5.95,-1,-0.1,.26,0.0,0.0,0,.481,.499,"$2,000,000",Free Agency
791,762,Austin Voth,27,WSN,27.0,6,5,12,4.00,4.42,-0.10,0.15,108.1,5.04,3,0.3,.25,0.0,0.6,6,.558,.502,,Amateur Draft
792,763,Michael Wacha,27,STL,112.0,25,20,66,5.30,4.76,0.29,0.15,95.3,4.40,-10,-1.0,1.01,-0.1,-0.1,-1,.460,.494,"$6,350,000",Amateur Draft
793,764,Jacob Waguespack,25,TOR,63.1,13,10,37,5.26,5.05,-0.13,0.17,98.5,5.27,0,0.0,.92,-0.1,0.5,7,.497,.500,,Traded
794,765,Adam Wainwright,37,STL,149.1,27,27,71,4.28,4.76,0.28,0.21,96.0,4.50,5,0.5,,-0.1,1.7,18,.519,.503,"$2,000,000",Free Agency
795,766,Marcus Walden,30,BOS,72.0,63,0,32,4.00,4.96,-0.12,-0.33,105.7,5.02,8,0.8,1.19,-0.1,1.4,16,.512,.505,,Free Agency
796,767,Jeremy Walker,24,ATL,7.2,5,0,2,2.35,4.52,0.19,-0.31,100.3,4.03,1,0.2,.05,-0.1,0.1,2,.531,.501,,Amateur Draft
797,768,Jared Walsh*,25,LAA,4.1,4,0,1,2.08,5.78,-0.06,-0.38,93.0,5.08,1,0.1,.00,-0.1,0.1,2,.535,.501,,Amateur Draft
798,769,Wei-Chung Wang*,27,2TM,29.2,23,0,10,3.03,5.24,0.07,-0.35,93.7,4.51,5,0.5,.49,-0.2,0.6,8,.521,.502,,Free Agency
799,770,Adam Warren,31,SDP,28.2,25,0,18,5.65,4.93,0.22,-0.34,95.9,4.19,-4,-0.4,1.02,-0.1,-0.2,-2,.483,.497,"$2,000,000",Free Agency
800,771,Tony Watson*,34,SFG,54.0,60,0,26,4.33,4.82,0.30,-0.33,95.9,4.02,-1,-0.1,1.61,-0.2,0.2,3,.498,.499,"$3,500,000",Free Agency
801,772,Luke Weaver,25,ARI,62.1,11,11,22,3.18,4.71,0.34,0.21,102.1,4.67,11,1.2,,0.0,1.7,16,.606,.507,"$581,300",Traded
802,773,Jacob Webb,25,ATL,32.1,36,0,10,2.78,4.82,0.17,-0.33,101.8,4.40,6,0.6,1.09,0.0,0.9,9,.517,.504,,Amateur Draft
803,774,Logan Webb,22,SFG,18.0,4,4,15,7.50,5.04,0.31,0.22,92.9,4.59,-6,-0.5,,0.0,-0.4,-4,.374,.497,,Amateur Draft
804,775,Tyler Webb*,28,STL,47.0,55,0,21,4.02,4.87,0.25,-0.33,95.8,4.11,1,0.1,.67,-0.1,0.4,5,.502,.501,,Waivers
805,Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
806,776,Ryan Weber,28,BOS,35.1,14,3,18,4.58,5.03,-0.15,-0.15,104.3,5.24,2,0.2,.61,-0.1,0.5,6,.517,.501,,Free Agency
807,777,Allen Webster,29,CHC,11.0,12,0,7,5.73,4.79,0.06,-0.33,99.3,4.36,-2,-0.2,.84,0.0,-0.1,-1,.487,.499,,Free Agency
808,778,J.B. Wendelken,26,OAK,27.2,23,0,14,4.55,4.93,0.11,-0.33,94.4,4.24,-1,-0.1,1.01,-0.1,0.1,2,.495,.499,"$557,500",Traded
809,779,Zack Wheeler,29,NYM,166.1,27,27,86,4.65,4.67,-0.48,0.21,95.3,5.10,10,1.0,,-0.1,2.4,24,.537,.506,"$5,975,000",Traded
810,780,Tyler White,28,HOU,3.1,4,0,8,21.60,4.83,0.52,-0.32,94.9,3.79,-7,-0.6,.01,0.3,-0.3,-6,.359,.497,"$582,900",Amateur Draft
811,781,Rowan Wick,26,CHC,26.0,25,0,12,4.15,4.84,0.05,-0.33,98.8,4.41,1,0.1,1.16,0.0,0.3,3,.504,.501,,Traded
812,782,Brad Wieck*,27,2TM,28.0,34,0,20,6.43,4.89,0.19,-0.33,99.0,4.33,-6,-0.6,1.19,-0.2,-0.5,-4,.482,.496,,Traded
813,783,Aaron Wilkerson,30,MIL,16.0,8,0,13,7.31,5.05,0.26,-0.35,100.8,4.48,-5,-0.5,.44,0.1,-0.2,-4,.442,.497,,Traded
814,784,Stevie Wilkerson,27,BAL,5.1,4,0,4,6.75,5.17,-0.53,-0.34,103.2,5.53,-1,-0.1,.49,0.0,0.0,0,.482,.500,,Amateur Draft
815,785,Austen Williams,26,WSN,0.1,2,0,6,162.00,8.56,-0.54,-0.59,110.0,9.37,-6,-0.4,.22,0.2,-0.3,-6,.278,.497,,Amateur Draft
816,786,Devin Williams,24,MIL,9.0,8,0,7,7.00,4.99,0.26,-0.34,99.5,4.37,-3,-0.2,.32,0.1,-0.1,-2,.469,.498,,Amateur Draft
817,787,Taylor Williams,27,MIL,11.2,8,0,16,12.34,4.85,0.25,-0.33,102.0,4.36,-10,-0.9,.68,0.1,-0.7,-9,.385,.494,"$563,800",Amateur Draft
818,788,Trevor Williams,27,PIT,131.1,23,23,82,5.62,4.75,-0.44,0.21,98.1,5.30,-4,-0.4,,-0.1,0.7,8,.485,.498,"$584,000",Traded
819,789,Alex Wilson,32,MIL,11.1,13,0,12,9.53,5.04,0.22,-0.34,98.3,4.40,-6,-0.6,1.03,0.0,-0.5,-5,.453,.496,"$750,000",Free Agency
820,790,Bryse Wilson,21,ATL,20.0,6,4,18,8.10,4.60,0.21,0.14,104.1,4.73,-7,-0.7,.37,0.0,-0.5,-6,.389,.496,"$565,000",Amateur Draft
821,791,Justin Wilson*,31,NYM,32.2,38,0,10,2.76,4.81,-0.41,-0.33,93.1,4.55,7,0.7,1.49,0.1,1.1,10,.518,.504,"$5,000,000",Free Agency
822,792,Trey Wingenter,25,SDP,46.1,47,1,26,5.05,4.85,0.16,-0.32,96.8,4.23,-4,-0.4,1.35,-0.2,-0.1,0,.492,.498,"$557,200",Amateur Draft
823,793,Dan Winkler,29,ATL,21.2,27,0,14,5.82,4.66,0.17,-0.32,101.2,4.22,-4,-0.4,1.34,-0.1,-0.3,-2,.487,.498,"$1,610,000",Rule 5 Draft
824,794,Matt Wisler,26,2TM,48.2,41,8,30,5.55,4.62,-0.05,-0.31,99.6,4.32,-7,-0.6,1.09,-0.1,-0.3,-2,.484,.498,"$570,000",Traded
825,795,Nick Wittgren,28,CLE,53.1,50,0,19,3.21,4.87,0.33,-0.32,103.1,4.35,6,0.6,1.33,0.0,1.1,13,.513,.504,,Traded
826,796,Asher Wojciechowski,30,BAL,67.0,14,13,41,5.51,5.05,-0.39,0.23,102.0,5.79,2,0.2,.00,0.0,0.8,9,.512,.501,,Purchased
827,797,Alex Wood*,28,CIN,35.2,7,7,25,6.31,4.61,0.20,0.20,102.4,4.72,-6,-0.6,,0.0,-0.3,-3,.420,.497,"$9,650,000",Traded
828,798,Hunter Wood,25,2TM,40.2,32,2,18,3.98,5.04,0.29,-0.31,97.3,4.32,1,0.1,.68,-0.1,0.4,6,.504,.501,,Traded
829,799,Brandon Woodruff,26,MIL,117.2,20,20,49,3.75,4.93,0.18,0.22,100.4,4.98,17,1.8,,-0.1,2.8,27,.591,.511,"$561,400",Amateur Draft
830,800,Brandon Workman,30,BOS,63.0,64,0,16,2.29,4.89,-0.09,-0.32,103.7,4.82,17,1.7,1.52,0.3,2.6,25,.527,.511,"$1,150,000",Amateur Draft
831,Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
832,801,Matt Wotherspoon,27,BAL,4.2,2,0,8,15.43,5.18,-0.61,-0.34,91.1,4.95,-5,-0.4,1.04,0.0,-0.4,-5,.288,.497,,Traded
833,802,Kyle Wright,23,ATL,16.2,4,4,18,9.72,4.70,0.20,0.21,107.0,5.04,-9,-0.7,,0.0,-0.6,-7,.322,.496,"$565,000",Amateur Draft
834,803,Mike Wright,29,2TM,29.1,19,0,30,9.20,5.39,-0.55,-0.36,97.2,5.44,-12,-1.1,.37,0.3,-0.5,-9,.440,.496,"$567,500",Amateur Draft
835,804,Steven Wright,34,BOS,6.1,6,0,6,8.53,5.34,-0.16,-0.35,107.2,5.52,-2,-0.2,.46,0.0,-0.1,-1,.466,.499,"$1,375,000",Traded
836,805,Jimmy Yacabonis,27,BAL,41.0,29,4,32,7.02,5.31,-0.44,-0.28,99.4,5.43,-8,-0.7,.67,0.0,-0.3,-3,.475,.496,"$559,000",Amateur Draft
837,806,Jordan Yamamoto,23,MIA,68.1,13,13,40,5.27,5.10,-0.01,0.22,96.5,5.14,0,0.0,,0.0,0.5,5,.497,.500,,Traded
838,807,Ryan Yarbrough*,27,TBR,121.1,24,10,51,3.78,4.88,0.23,0.09,96.5,4.57,10,1.0,1.12,-0.1,2.1,24,.541,.506,"$563,400",Traded
839,808,Eric Yardley,28,SDP,3.2,3,0,5,12.27,4.71,0.34,-0.32,95.0,3.84,-3,-0.3,.48,0.1,-0.2,-3,.397,.498,,Amateur Free Agent
840,809,Kirby Yates,32,SDP,57.2,57,0,14,2.18,4.91,0.15,-0.34,95.3,4.22,13,1.4,2.15,0.7,2.6,18,.524,.508,"$3,062,000",Waivers
841,810,Gabriel Ynoa,26,BAL,96.1,33,10,70,6.54,5.10,-0.47,-0.01,99.9,5.55,-11,-1.1,.79,-0.1,-0.2,0,.468,.493,,Purchased
842,811,Huascar Ynoa,21,ATL,3.0,2,0,6,18.00,4.68,0.25,-0.32,104.6,4.30,-5,-0.4,.06,0.2,-0.2,-4,.313,.498,,Traded
843,812,Alex Young*,25,ARI,66.2,13,12,26,3.51,4.59,0.36,0.18,99.2,4.38,7,0.7,1.00,0.0,1.3,13,.556,.504,,Amateur Draft
844,813,Daniel Zamora*,26,NYM,7.2,15,0,5,5.87,5.09,-0.54,-0.35,90.2,4.76,-1,-0.1,1.47,0.0,-0.1,0,.494,.499,,Traded
845,814,T.J. Zeuch,23,TOR,4.0,1,0,2,4.50,4.74,-0.11,0.22,108.0,5.47,0,0.0,.64,0.0,0.1,1,.541,.500,,Amateur Draft
846,815,Kyle Zimmer,27,KCR,14.0,11,0,17,10.93,4.62,0.10,-0.31,104.7,4.41,-10,-0.9,.52,0.2,-0.6,-9,.416,.494,"$555,000",Free Agency
847,816,Jordan Zimmermann,33,DET,99.0,20,20,70,6.36,4.99,-0.45,0.23,103.6,5.88,-6,-0.6,,-0.1,0.3,5,.472,.496,"$25,000,000",Free Agency
848,38493.0,18568,4314,20893,4.88,4.87,0.00,0.00,100.1,4.87,0,26.1,1.11,-26.1,363.9,3869,.501,.501,"$1,896,302,441",,,,,
